Virus_name_ORF_8_replacement_L84S,GISAID_ID,Lineage,GISAID_Clade,Location,Collection_date
hCoV-19/Thailand/Bangkok-CONI-0147/2020,EPI_ISL_455941,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/15
hCoV-19/Thailand/Bangkok-CONI-0146/2020,EPI_ISL_455940,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/15
hCoV-19/Thailand/Bangkok-CONI-0145/2020,EPI_ISL_455939,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/15
hCoV-19/Thailand/Bangkok-CONI-0144/2020,EPI_ISL_455938,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/15
hCoV-19/Thailand/Bangkok-CONI-0143/2020,EPI_ISL_455937,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/15
hCoV-19/Thailand/Bangkok-CONI-0142/2020,EPI_ISL_455936,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/14
hCoV-19/Thailand/Bangkok-CONI-0141/2020,EPI_ISL_455935,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/14
hCoV-19/Thailand/Bangkok-CONI-0139/2020,EPI_ISL_455933,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/13
hCoV-19/Thailand/Bangkok-CONI-0138/2020,EPI_ISL_455932,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/13
hCoV-19/Thailand/Bangkok-CONI-0137/2020,EPI_ISL_455931,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/13
hCoV-19/Thailand/Bangkok-CONI-0136/2020,EPI_ISL_455930,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/13
hCoV-19/Thailand/Bangkok-CONI-0135/2020,EPI_ISL_455929,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/13
hCoV-19/Thailand/Bangkok-CONI-0134/2020,EPI_ISL_455928,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/13
hCoV-19/Thailand/Bangkok-CONI-0132/2020,EPI_ISL_455926,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/12
hCoV-19/Thailand/Bangkok-CONI-0131/2020,EPI_ISL_455925,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/12
hCoV-19/Thailand/Bangkok-CONI-0130/2020,EPI_ISL_455924,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/12
hCoV-19/Thailand/Bangkok-CONI-0114/2020,EPI_ISL_455916,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/12
hCoV-19/Thailand/Bangkok-CONI-0111/2020,EPI_ISL_455914,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/11
hCoV-19/Thailand/Bangkok-CONI-0109/2020,EPI_ISL_455912,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/11
hCoV-19/Thailand/Bangkok-CONI-0108/2020,EPI_ISL_455911,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/11
hCoV-19/Thailand/Bangkok-CONI-0106/2020,EPI_ISL_455909,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/09
hCoV-19/Thailand/Bangkok-CONI-0105/2020,EPI_ISL_455908,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/09
hCoV-19/Malaysia/IMR_WC119/2020,EPI_ISL_455790,A,S,Asia_/_Malaysia_/_Selangor,2020/01/30
hCoV-19/India/RMRC171/2020,EPI_ISL_455770,A.p7_or_A,S,Asia_/_India_/_Odisha,7-MAY-2020
hCoV-19/India/RMRC170/2020,EPI_ISL_455769,A,S,Asia_/_India_/_Odisha,7-MAY-2020
hCoV-19/India/RMRC167/2020,EPI_ISL_455767,A.p7_or_A,S,Asia_/_India_/_Odisha,7-MAY-2020
hCoV-19/India/RMRC166/2020,EPI_ISL_455766,A.p7_or_A,S,Asia_/_India_/_Odisha,7-MAY-2020
hCoV-19/India/RMRC164/2020,EPI_ISL_455764,A.p7_or_A,S,Asia_/_India_/_Odisha,7-MAY-2020
hCoV-19/India/RMRC163/2020,EPI_ISL_455763,A.p7_or_A,S,Asia_/_India_/_Odisha,7-MAY-2020
hCoV-19/India/RMRC162/2020,EPI_ISL_455762,A.p7_or_A,O,Asia_/_India_/_Odisha,7-MAY-2020
hCoV-19/India/RMRC160/2020,EPI_ISL_455761,A.p7_or_A,S,Asia_/_India_/_Odisha,7-MAY-2020
hCoV-19/India/RMRC159/2020,EPI_ISL_455760,A.p7_or_A,S,Asia_/_India_/_Odisha,7-MAY-2020
hCoV-19/India/RMRC158/2020,EPI_ISL_455759,A,S,Asia_/_India_/_Odisha,7-MAY-2020
hCoV-19/India/RMRC157/2020,EPI_ISL_455758,A,O,Asia_/_India_/_Odisha,7-MAY-2020
hCoV-19/India/RMRC110/2020,EPI_ISL_455753,A,O,Asia_/_India_/_Odisha,6-MAY-2020
hCoV-19/India/RMRC108/2020,EPI_ISL_455752,A.p7_or_A,O,Asia_/_India_/_Odisha,6-MAY-2020
hCoV-19/India/RMRC106/2020,EPI_ISL_455751,A.p7_or_A,S,Asia_/_India_/_Odisha,6-MAY-2020
hCoV-19/India/RMRC103/2020,EPI_ISL_455749,A.p7_or_A,O,Asia_/_India_/_Odisha,6-MAY-2020
hCoV-19/Spain/Valencia650/2020,EPI_ISL_455741,A.2,S,Europe_/_Spain_/_Comunitat_Valenciana_/_Valencia,2020/03/29
hCoV-19/Spain/Valencia_h2650/2020,EPI_ISL_455736,A.2,S,Europe_/_Spain_/_Comunitat_Valenciana_/_Valencia_h,2020/03/20
hCoV-19/Spain/Valencia_h2647/2020,EPI_ISL_455735,A.5,S,Europe_/_Spain_/_Comunitat_Valenciana_/_Valencia_h,2020/03/20
hCoV-19/Spain/Almassera633/2020,EPI_ISL_455722,A.5,S,Europe_/_Spain_/_Comunitat_Valenciana_/_Almassera,2020/03/30
hCoV-19/Zhejiang/OS2/2020,EPI_ISL_455692,A,S,Asia_/_China_/_Zhejiang,2020/03/24
hCoV-19/Zhejiang/CN4/2020,EPI_ISL_455687,A,S,Asia_/_China_/_Zhejiang,2020/01/26
hCoV-19/Zhejiang/CN5/2020,EPI_ISL_455685,A,S,Asia_/_China_/_Zhejiang,2020/01/22
hCoV-19/Zhejiang/CN2/2020,EPI_ISL_455684,A,S,Asia_/_China_/_Zhejiang,2020/01/22
hCoV-19/Zhejiang/CN1/2020,EPI_ISL_455683,A,S,Asia_/_China_/_Zhejiang,2020/01/22
hCoV-19/India/S51/2020,EPI_ISL_455671,A.p7_or_A,S,Asia_/_India_/_West_Bengal_/_Kolkata,3-MAY-2020
hCoV-19/India/S29/2020,EPI_ISL_455658,A.p7_or_A,S,Asia_/_India_/_West_Bengal_/_South_24_Parganas,30-APR-2020
hCoV-19/India/S19/2020,EPI_ISL_455649,A.p7_or_A,S,Asia_/_India_/_West_Bengal_/_Kolkata,20-APR-2020
hCoV-19/India/S15/2020,EPI_ISL_455645,A.p7_or_A,S,Asia_/_India_/_West_Bengal_/_Kolkata,3-APR-2020
hCoV-19/Thailand/Bangkok_2295/2020,EPI_ISL_455624,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/12
hCoV-19/Thailand/Bangkok_2504/2020,EPI_ISL_455608,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/14
hCoV-19/Thailand/Bangkok_2489/2020,EPI_ISL_455607,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/13
hCoV-19/Thailand/Bangkok_2488/2020,EPI_ISL_455606,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/13
hCoV-19/Thailand/Nonthaburi_2472/2020,EPI_ISL_455605,A.6,S,Asia_/_Thailand_/_Nonthaburi,2020/03/14
hCoV-19/Thailand/Bangkok_2420/2020,EPI_ISL_455604,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/13
hCoV-19/Australia/VPRL006/2020,EPI_ISL_455598,A.1,S,Oceania_/_Australia_/_South_Australia,1-APR-2020
hCoV-19/Thailand/Nonthaburi_3478/2020,EPI_ISL_455592,A.6,S,Asia_/_Thailand_/_Nonthaburi,2020/03/20
hCoV-19/Thailand/Nonthaburi_3479/2020,EPI_ISL_455591,A.6,S,Asia_/_Thailand_/_Nonthaburi,2020/03/20
hCoV-19/Thailand/Nonthaburi_3480/2020,EPI_ISL_455590,A.6,S,Asia_/_Thailand_/_Nonthaburi,2020/03/20
hCoV-19/Thailand/Nonthaburi_3481/2020,EPI_ISL_455589,A.6,S,Asia_/_Thailand_/_Nonthaburi,2020/03/20
hCoV-19/Thailand/Nakhonnayok_2829/2020,EPI_ISL_455587,A.6,S,Asia_/_Thailand_/_Nakhonnayok,2020/03/13
hCoV-19/Thailand/Bangkok_2974/2020,EPI_ISL_455585,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/14
hCoV-19/Thailand/Phatum_thani_2980/2020,EPI_ISL_455584,A.6,S,Asia_/_Thailand_/_Phatum_thani,2020/03/18
hCoV-19/Yichun/JX2424/2020,EPI_ISL_455467,A,S,Asia_/_China_/_Jiangxi_/_Yichun,12-FEB-2020
hCoV-19/Fuzhou/JX2009/2020,EPI_ISL_455464,A,S,Asia_/_China_/_Jiangxi_/_Fuzhou,5-FEB-2020
hCoV-19/Fuzhou/JX2012/2020,EPI_ISL_455462,A,S,Asia_/_China_/_Jiangxi_/_Fuzhou,5-FEB-2020
hCoV-19/Yichun/JX2391/2020,EPI_ISL_455461,A,S,Asia_/_China_/_Jiangxi_/_Yichun,6-FEB-2020
hCoV-19/Yichun/JX2325/2020,EPI_ISL_455460,A,S,Asia_/_China_/_Jiangxi_/_Yichun,9-FEB-2020
hCoV-19/Mexico/CDMX-InDRE_18/2020,EPI_ISL_455456,A.5,S,North_America_/_Mexico_/_Queretaro,2020/03/12
hCoV-19/Mexico/CDMX-InDRE_15/2020,EPI_ISL_455439,A.1,S,North_America_/_Mexico_/_CDMX,2020/03/11
hCoV-19/Mexico/CDMX-InDRE_09/2020,EPI_ISL_455432,A.1,S,North_America_/_Mexico_/_Durango,2020/03/11
hCoV-19/Nigeria/OS125-CV20/2020,EPI_ISL_455427,A.p7_or_A,S,Africa_/_Nigeria_/_Osun_State,2020/03/29
hCoV-19/Nigeria/OS122-CV18/2020,EPI_ISL_455426,A.p7_or_A,S,Africa_/_Nigeria_/_Osun_State,2020/03/29
hCoV-19/Nigeria/OS085-CV14/2020,EPI_ISL_455424,A.p7_or_A,S,Africa_/_Nigeria_/_Osun_State,2020/03/29
hCoV-19/Nigeria/OS075-CV12/2020,EPI_ISL_455423,A.p7_or_A,S,Africa_/_Nigeria_/_Osun_State,2020/03/29
hCoV-19/Nigeria/OS070-CV11/2020,EPI_ISL_455422,A.p7_or_A,S,Africa_/_Nigeria_/_Osun_State,2020/03/29
hCoV-19/Nigeria/OS055-CV8/2020,EPI_ISL_455418,A.p7_or_A,S,Africa_/_Nigeria_/_Osun_State,2020/03/29
hCoV-19/Nigeria/OS030-CV5/2020,EPI_ISL_455415,A.p7_or_A,S,Africa_/_Nigeria_/_Osun_State,2020/03/29
hCoV-19/USA/GA-EHC-087I/2020,EPI_ISL_455360,A.3,S,North_America_/_USA_/_Georgia,2020/03/10
hCoV-19/USA/GA-EHC-086H/2020,EPI_ISL_455356,A.3,S,North_America_/_USA_/_Georgia,2020/03/10
hCoV-19/USA/GA-EHC-009I/2020,EPI_ISL_455355,A.3,S,North_America_/_USA_/_Georgia,2020/03/13
hCoV-19/Spain/PaisVasco201388/2020,EPI_ISL_455351,A.2,S,Europe_/_Spain_/_Basque_Country,29-FEB-2020
hCoV-19/Spain/PaisVasco201385/2020,EPI_ISL_455350,A.2,S,Europe_/_Spain_/_Basque_Country,29-FEB-2020
hCoV-19/Spain/LaRioja201576/2020,EPI_ISL_455343,A.2,S,Europe_/_Spain_/_LaRioja,2020/03/03
hCoV-19/Spain/LaRioja201572/2020,EPI_ISL_455342,SARS-CoV-2_or_A,O,Europe_/_Spain_/_LaRioja,2020/03/03
hCoV-19/Spain/LaRioja201570/2020,EPI_ISL_455341,A.2,S,Europe_/_Spain_/_LaRioja,2020/03/03
hCoV-19/Spain/LaRioja201568/2020,EPI_ISL_455340,A.2_or_A,S,Europe_/_Spain_/_LaRioja,2020/03/05
hCoV-19/Spain/LaRioja201565/2020,EPI_ISL_455339,A.2,S,Europe_/_Spain_/_LaRioja,2020/03/04
hCoV-19/Spain/LaRioja201563/2020,EPI_ISL_455338,A.2,S,Europe_/_Spain_/_LaRioja,2020/03/04
hCoV-19/Spain/LaRioja201334/2020,EPI_ISL_455337,A.2,S,Europe_/_Spain_/_LaRioja,2020/03/01
hCoV-19/Spain/LaRioja201277/2020,EPI_ISL_455336,A.2,S,Europe_/_Spain_/_LaRioja,29-FEB-2020
hCoV-19/Spain/Galicia201863/2020,EPI_ISL_455331,A.2,S,Europe_/_Spain_/_Galicia,2020/03/10
hCoV-19/Spain/Galicia201796/2020,EPI_ISL_455330,A.2,S,Europe_/_Spain_/_Galicia,2020/03/09
hCoV-19/Spain/Galicia201793/2020,EPI_ISL_455329,A.2,S,Europe_/_Spain_/_Galicia,2020/03/09
hCoV-19/Spain/Galicia201792/2020,EPI_ISL_455328,A.2,S,Europe_/_Spain_/_Galicia,2020/03/09
hCoV-19/Spain/Andalucia201623/2020,EPI_ISL_455322,A.2,S,Europe_/_Spain_/_Andalusia,2020/03/05
hCoV-19/Spain/Andalucia201622/2020,EPI_ISL_455321,A.2,S,Europe_/_Spain_/_Andalusia,2020/03/05
hCoV-19/Spain/Andalucia201620/2020,EPI_ISL_455320,A.2,S,Europe_/_Spain_/_Andalusia,2020/03/05
hCoV-19/Spain/Andalucia201614/2020,EPI_ISL_455317,A,S,Europe_/_Spain_/_Andalusia,2020/03/05
hCoV-19/Spain/Andalucia201613/2020,EPI_ISL_455316,A.2,S,Europe_/_Spain_/_Andalusia,2020/03/05
hCoV-19/Spain/Andalucia201257/2020,EPI_ISL_455314,A,S,Europe_/_Spain_/_Andalusia,28-FEB-2020
hCoV-19/Netherlands/NA_453/2020,EPI_ISL_455255,A.2,S,Europe_/_Netherlands,2020/03/30
hCoV-19/Netherlands/NA_365/2020,EPI_ISL_455169,A.2,S,Europe_/_Netherlands,8-APR-2020
hCoV-19/Netherlands/NA_331/2020,EPI_ISL_455136,A.2,S,Europe_/_Netherlands,3-APR-2020
hCoV-19/Netherlands/Friesland_17/2020,EPI_ISL_455120,A.2,S,Europe_/_Netherlands_/_Friesland,3-APR-2020
hCoV-19/Netherlands/Friesland_16/2020,EPI_ISL_455119,A.2,S,Europe_/_Netherlands_/_Friesland,1-APR-2020
hCoV-19/Australia/NSW560/2020,EPI_ISL_455099,A.p7_or_A,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,24-MAY-2020
hCoV-19/Australia/NSW559/2020,EPI_ISL_455098,A.1,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/22
hCoV-19/Australia/NSW557/2020,EPI_ISL_455096,A.2,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/27
hCoV-19/Australia/NSW550/2020,EPI_ISL_455089,A.2,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/20
hCoV-19/Australia/NSW549/2020,EPI_ISL_455088,A.1,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/21
hCoV-19/Australia/NSW547/2020,EPI_ISL_455086,A.2,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,3-APR-2020
hCoV-19/Australia/NSW543/2020,EPI_ISL_455082,A.1,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/31
hCoV-19/Australia/NSW541/2020,EPI_ISL_455080,A.1,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/22
hCoV-19/Australia/NSW540/2020,EPI_ISL_455079,A.1,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/22
hCoV-19/Australia/NSW539/2020,EPI_ISL_455078,A.2,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/25
hCoV-19/Australia/NSW514/2020,EPI_ISL_455054,A.2,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,1-APR-2020
hCoV-19/Australia/NSW505/2020,EPI_ISL_455045,A.2,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/27
hCoV-19/Australia/NSW504/2020,EPI_ISL_455044,A.2,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/28
hCoV-19/Australia/NSW502/2020,EPI_ISL_455042,A.2,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/20
hCoV-19/Australia/NSW501/2020,EPI_ISL_455041,A.1,O,Oceania_/_Australia_/_New_South_Wales_/_Sydney,2020/03/23
hCoV-19/India/GBRC119/2020,EPI_ISL_455016,A.p7_or_A,S,Asia_/_India_/_Gujarat_/_Rajkot,27-APR-2020
hCoV-19/India/GBRC80/2020,EPI_ISL_455015,A.p7_or_A,S,Asia_/_India_/_Gujarat_/_Rajkot,28-APR-2020
hCoV-19/Wuhan/HB-WHCM-120/2020,EPI_ISL_454998,A,S,Asia_/_China_/_Hubei_/_Wuhan,24-FEB-2020
hCoV-19/Wuhan/HB-WHCM-116/2020,EPI_ISL_454996,A,S,Asia_/_China_/_Hubei_/_Wuhan,26-FEB-2020
hCoV-19/Wuhan/HB-WHCM-104/2020,EPI_ISL_454989,A,S,Asia_/_China_/_Hubei_/_Wuhan,2020/03/02
hCoV-19/Wuhan/HB-WH6-246/2020,EPI_ISL_454983,A,O,Asia_/_China_/_Hubei_/_Wuhan,2020/03/12
hCoV-19/Wuhan/HB-WH5-238/2020,EPI_ISL_454979,SARS-CoV-2_or_A,O,Asia_/_China_/_Hubei_/_Wuhan,2020/03/18
hCoV-19/Wuhan/HB-WH5-231/2020,EPI_ISL_454974,A,O,Asia_/_China_/_Hubei_/_Wuhan,17-FEB-2020
hCoV-19/Wuhan/HB-WH5-229/2020,EPI_ISL_454973,SARS-CoV-2_or_A,O,Asia_/_China_/_Hubei_/_Wuhan,22-FEB-2020
hCoV-19/Wuhan/HB-WH5-227/2020,EPI_ISL_454972,A,O,Asia_/_China_/_Hubei_/_Wuhan,2020/03/17
hCoV-19/Wuhan/HB-WH4-201/2020,EPI_ISL_454953,SARS-CoV-2_or_A,O,Asia_/_China_/_Hubei_/_Wuhan,2020/03/18
hCoV-19/Wuhan/HB-WH4-200/2020,EPI_ISL_454952,SARS-CoV-2_or_A,O,Asia_/_China_/_Hubei_/_Wuhan,19-FEB-2020
hCoV-19/Wuhan/HB-WH3-191/2020,EPI_ISL_454947,SARS-CoV-2_or_A,O,Asia_/_China_/_Hubei_/_Wuhan,2020/03/03
hCoV-19/Wuhan/HB-WH1-143/2020,EPI_ISL_454919,SARS-CoV-2_or_A,O,Asia_/_China_/_Hubei_/_Wuhan,3-FEB-2020
hCoV-19/Wuhan/HB-WH1-126/2020,EPI_ISL_454907,A,O,Asia_/_China_/_Hubei_/_Wuhan,2020/03/02
hCoV-19/Wuhan/HB-WH1-124/2020,EPI_ISL_454905,SARS-CoV-2_or_A,O,Asia_/_China_/_Hubei_/_Wuhan,2020/03/02
hCoV-19/USA/NC_200253/2020,EPI_ISL_454826,A.3,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/USA/NC_200252/2020,EPI_ISL_454825,A.1,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/USA/NC_200330/2020,EPI_ISL_454824,A.3,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/USA/NC_200323/2020,EPI_ISL_454820,A.1,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/USA/NC_200312/2020,EPI_ISL_454817,A.3,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/USA/NC_200300/2020,EPI_ISL_454814,A.1,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/USA/NC_200259/2020,EPI_ISL_454808,A.3,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/USA/NC_200255/2020,EPI_ISL_454806,A.3,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/USA/NC_200247/2020,EPI_ISL_454804,A.1,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/USA/NC_200243/2020,EPI_ISL_454801,A.3,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/USA/NC_200242/2020,EPI_ISL_454800,A.3,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/Netherlands/Utrecht_10015/2020,EPI_ISL_454764,A,S,Europe_/_Netherlands_/_Utrecht,2020/03/16
hCoV-19/Netherlands/NoordHolland_10011/2020,EPI_ISL_454760,A.5,S,Europe_/_Netherlands_/_Utrecht,2020/03/14
hCoV-19/USA/CA-QDX-03-2/2020,EPI_ISL_454693,A.1,S,North_America_/_USA_/_California,2020/03/13
hCoV-19/USA/WA-QDX-02-2/2020,EPI_ISL_454692,A.1,S,North_America_/_USA_/_Washington,2020/03/13
hCoV-19/USA/CA-CZB-1281/2020,EPI_ISL_454639,A.3,S,North_America_/_USA_/_California_/_Humboldt_County,1-APR-2020
hCoV-19/USA/CA-CZB-1280/2020,EPI_ISL_454638,A.3,S,North_America_/_USA_/_California_/_Humboldt_County,2020/03/31
hCoV-19/USA/CA-CZB-1278/2020,EPI_ISL_454636,A.1,S,North_America_/_USA_/_California_/_Humboldt_County,2020/03/27
hCoV-19/USA/CA-CZB-1168/2020,EPI_ISL_454622,A.1,S,North_America_/_USA_/_California_/_San_Francisco,27-APR-2020
hCoV-19/USA/CA-CZB-1164/2020,EPI_ISL_454621,A.1,S,North_America_/_USA_/_California_/_San_Francisco,27-APR-2020
hCoV-19/USA/CA-CZB-1157/2020,EPI_ISL_454618,A.1,S,North_America_/_USA_/_California_/_San_Francisco,26-APR-2020
hCoV-19/USA/CA-CZB-1153/2020,EPI_ISL_454616,A.1,S,North_America_/_USA_/_California_/_San_Francisco,26-APR-2020
hCoV-19/Kazakhstan/22044/2020,EPI_ISL_454584,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,21-APR-2020
hCoV-19/Kazakhstan/22001/2020,EPI_ISL_454582,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,23-APR-2020
hCoV-19/Kazakhstan/18287/2020,EPI_ISL_454580,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,16-APR-2020
hCoV-19/Kazakhstan/18148/2020,EPI_ISL_454579,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,16-APR-2020
hCoV-19/Kazakhstan/17920/2020,EPI_ISL_454577,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,15-APR-2020
hCoV-19/Kazakhstan/16183/2020,EPI_ISL_454576,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,14-APR-2020
hCoV-19/Kazakhstan/7341/2020,EPI_ISL_454572,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,2020/03/25
hCoV-19/Kazakhstan/7263/2020,EPI_ISL_454571,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,2020/03/25
hCoV-19/India/NIV-5104/2020,EPI_ISL_454537,A.p7_or_A,S,Asia_/_India_/_Maharashtra,2020/03/26
hCoV-19/India/NIV-5102/2020,EPI_ISL_454536,A.p7_or_A,S,Asia_/_India_/_Maharashtra,2020/03/26
hCoV-19/India/NIV-4622/2020,EPI_ISL_454534,A.p7_or_A,S,Asia_/_India_/_Maharashtra,2020/03/24
hCoV-19/India/NIV-4369/2020,EPI_ISL_454531,A.p7_or_A,S,Asia_/_India_/_Maharashtra,2020/03/22
hCoV-19/Kazakhstan/38533/2020,EPI_ISL_454520,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,26-APR-2020
hCoV-19/Kazakhstan/34391/2020,EPI_ISL_454519,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,26-APR-2020
hCoV-19/Kazakhstan/26829/2020,EPI_ISL_454518,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,26-APR-2020
hCoV-19/Kazakhstan/26828/2020,EPI_ISL_454517,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,26-APR-2020
hCoV-19/Kazakhstan/26827/2020,EPI_ISL_454516,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,26-APR-2020
hCoV-19/Kazakhstan/21927/2020,EPI_ISL_454503,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,22-APR-2020
hCoV-19/Kazakhstan/18243/2020,EPI_ISL_454500,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,16-APR-2020
hCoV-19/Kazakhstan/16537/2020,EPI_ISL_454499,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,16-APR-2020
hCoV-19/Kazakhstan/16238/2020,EPI_ISL_454498,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,14-APR-2020
hCoV-19/Kazakhstan/16173/2020,EPI_ISL_454497,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,14-MAY-2020
hCoV-19/USA/MDH-8137/2020,EPI_ISL_454430,A.3,S,North_America_/_USA_/_Maryland,2020/03/13
hCoV-19/USA/MDH-6572/2020,EPI_ISL_454425,B.1.5,G,North_America_/_USA_/_Maryland,2020/03/08
hCoV-19/Guangdong/MZ02/2020,EPI_ISL_454418,A,S,Asia_/_China_/_Guangdong_/_Meizhou,15-FEB-2020
hCoV-19/Guangdong/MZ01/2020,EPI_ISL_454417,A,S,Asia_/_China_/_Guangdong_/_Meizhou,13-FEB-2020
hCoV-19/USA/PA-MGEL110/2020,EPI_ISL_454387,A.3,S,North_America_/_USA_/_Pennsylvania_/_Pittsburgh,4-APR-2020
hCoV-19/USA/PA-MGEL107/2020,EPI_ISL_454384,A.3,S,North_America_/_USA_/_Pennsylvania_/_Pittsburgh,2020/03/31
hCoV-19/USA/PA-MGEL81/2020,EPI_ISL_454366,A.1,S,North_America_/_USA_/_Pennsylvania_/_Pittsburgh,2020/03/29
hCoV-19/USA/PA-MGEL75/2020,EPI_ISL_454361,A,S,North_America_/_USA_/_Pennsylvania_/_Pittsburgh,2020/03/23
hCoV-19/Portugal/PT0501/2020,EPI_ISL_454225,A.2,S,Europe_/_Portugal,2020/03/15
hCoV-19/Portugal/PT0297/2020,EPI_ISL_454013,A.2,S,Europe_/_Portugal,2020/03/13
hCoV-19/Portugal/PT0296/2020,EPI_ISL_454012,A.2,S,Europe_/_Portugal,2020/03/13
hCoV-19/Portugal/PT0295/2020,EPI_ISL_454011,A.2,S,Europe_/_Portugal,2020/03/13
hCoV-19/Portugal/PT0272/2020,EPI_ISL_453986,A.2,S,Europe_/_Portugal,5-APR-2020
hCoV-19/Portugal/PT0132/2020,EPI_ISL_453848,A.5,S,Europe_/_Portugal,2020/03/25
hCoV-19/Portugal/PT0131/2020,EPI_ISL_453847,A.5,S,Europe_/_Portugal,2020/03/25
hCoV-19/Portugal/PT0130/2020,EPI_ISL_453846,A.5,S,Europe_/_Portugal,2020/03/23
hCoV-19/Portugal/PT0129/2020,EPI_ISL_453845,A.5,S,Europe_/_Portugal,2020/03/23
hCoV-19/Portugal/PT0128/2020,EPI_ISL_453844,A.5,S,Europe_/_Portugal,2020/03/23
hCoV-19/Portugal/PT0124/2020,EPI_ISL_453840,A.5,S,Europe_/_Portugal,2020/03/23
hCoV-19/Portugal/PT0120/2020,EPI_ISL_453836,A.2,S,Europe_/_Portugal,2020/03/25
hCoV-19/Portugal/PT0119/2020,EPI_ISL_453835,A.2,S,Europe_/_Portugal,2020/03/25
hCoV-19/Portugal/PT0100/2020,EPI_ISL_453816,A.2,S,Europe_/_Portugal,2020/03/24
hCoV-19/England/LOND-D604F/2020,EPI_ISL_453464,A,S,Europe_/_United_Kingdom_/_England,19-APR-2020
